node,datetime,generator,Generation,Capacity Curtailed
Maitencillo220,2024-01-28T12:00:00.000000,CABO_LEONES_1_EO,6.947,0.0
Maitencillo220,2024-01-28T13:00:00.000000,CABO_LEONES_1_EO,5.724,0.0
Maitencillo220,2024-01-28T14:00:00.000000,CABO_LEONES_1_EO,8.616,0.0
Maitencillo220,2024-01-28T15:00:00.000000,CABO_LEONES_1_EO,15.168,0.0
Maitencillo220,2024-01-28T16:00:00.000000,CABO_LEONES_1_EO,25.146,0.0
Maitencillo220,2024-01-28T17:00:00.000000,CABO_LEONES_1_EO,37.499,0.0
Maitencillo220,2024-01-28T18:00:00.000000,CABO_LEONES_1_EO,44.4924,0.0
Maitencillo220,2024-01-29T09:00:00.000000,CABO_LEONES_1_EO,9.335,0.0
Maitencillo220,2024-01-29T10:00:00.000000,CABO_LEONES_1_EO,13.449,0.0
Maitencillo220,2024-01-29T11:00:00.000000,CABO_LEONES_1_EO,17.608,0.0
Maitencillo220,2024-01-29T12:00:00.000000,CABO_LEONES_1_EO,17.113,0.0
Maitencillo220,2024-01-29T13:00:00.000000,CABO_LEONES_1_EO,14.497,0.0
Maitencillo220,2024-01-29T14:00:00.000000,CABO_LEONES_1_EO,11.395,0.0
Maitencillo220,2024-01-29T15:00:00.000000,CABO_LEONES_1_EO,9.96,0.0
Maitencillo220,2024-01-29T16:00:00.000000,CABO_LEONES_1_EO,15.451,0.0
Maitencillo220,2024-01-29T17:00:00.000000,CABO_LEONES_1_EO,26.56,0.0
Maitencillo220,2024-01-29T18:00:00.000000,CABO_LEONES_1_EO,35.1756,0.0
Maitencillo220,2024-01-30T09:00:00.000000,CABO_LEONES_1_EO,5.88,0.0
Maitencillo220,2024-01-30T10:00:00.000000,CABO_LEONES_1_EO,8.705,0.0
Maitencillo220,2024-01-30T11:00:00.000000,CABO_LEONES_1_EO,11.106,0.0
Maitencillo220,2024-01-30T12:00:00.000000,CABO_LEONES_1_EO,9.029,0.0
Maitencillo220,2024-01-30T13:00:00.000000,CABO_LEONES_1_EO,7.3555,0.0
Maitencillo220,2024-01-30T14:00:00.000000,CABO_LEONES_1_EO,7.3555,0.0
Maitencillo220,2024-01-30T15:00:00.000000,CABO_LEONES_1_EO,11.9,0.0
Maitencillo220,2024-01-30T16:00:00.000000,CABO_LEONES_1_EO,21.802,0.0
Maitencillo220,2024-01-30T17:00:00.000000,CABO_LEONES_1_EO,36.507,0.0
Maitencillo220,2024-01-30T18:00:00.000000,CABO_LEONES_1_EO,45.7479,0.0
Maitencillo220,2024-01-31T09:00:00.000000,CABO_LEONES_1_EO,15.895,0.0
Maitencillo220,2024-01-31T10:00:00.000000,CABO_LEONES_1_EO,19.974,0.0
Maitencillo220,2024-01-31T11:00:00.000000,CABO_LEONES_1_EO,19.974,0.0
Maitencillo220,2024-01-31T12:00:00.000000,CABO_LEONES_1_EO,17.75,0.0
Maitencillo220,2024-01-31T13:00:00.000000,CABO_LEONES_1_EO,11.385,0.0
Maitencillo220,2024-01-31T14:00:00.000000,CABO_LEONES_1_EO,11.385,0.0
Maitencillo220,2024-01-31T15:00:00.000000,CABO_LEONES_1_EO,9.42,0.0
Maitencillo220,2024-01-31T16:00:00.000000,CABO_LEONES_1_EO,17.248,0.0
Maitencillo220,2024-01-31T17:00:00.000000,CABO_LEONES_1_EO,17.248,0.0
Maitencillo220,2024-02-01T10:00:00.000000,CABO_LEONES_1_EO,28.523,0.0
Maitencillo220,2024-02-01T11:00:00.000000,CABO_LEONES_1_EO,26.521,0.0
Maitencillo220,2024-02-01T12:00:00.000000,CABO_LEONES_1_EO,26.521,0.0
Maitencillo220,2024-02-01T13:00:00.000000,CABO_LEONES_1_EO,15.762,0.0
Maitencillo220,2024-02-01T14:00:00.000000,CABO_LEONES_1_EO,15.762,0.0
Maitencillo220,2024-02-01T15:00:00.000000,CABO_LEONES_1_EO,10.005,0.0
Maitencillo220,2024-02-01T16:00:00.000000,CABO_LEONES_1_EO,12.92,0.0
Maitencillo220,2024-02-01T17:00:00.000000,CABO_LEONES_1_EO,12.92,0.0
Maitencillo220,2024-02-02T10:00:00.000000,CABO_LEONES_1_EO,16.7953333333333,0.0
Maitencillo220,2024-02-02T11:00:00.000000,CABO_LEONES_1_EO,16.7953333333333,0.0
Maitencillo220,2024-02-02T12:00:00.000000,CABO_LEONES_1_EO,16.7953333333333,0.0
Maitencillo220,2024-02-02T13:00:00.000000,CABO_LEONES_1_EO,13.911,0.0
Maitencillo220,2024-02-02T14:00:00.000000,CABO_LEONES_1_EO,13.911,0.0
Maitencillo220,2024-02-02T15:00:00.000000,CABO_LEONES_1_EO,13.898,0.0
Maitencillo220,2024-02-02T16:00:00.000000,CABO_LEONES_1_EO,15.705,0.0
Maitencillo220,2024-01-28T08:00:00.000000,CABO_LEONES_2_EO,5.134,0.0
Maitencillo220,2024-01-28T09:00:00.000000,CABO_LEONES_2_EO,8.024,0.0
Maitencillo220,2024-01-28T10:00:00.000000,CABO_LEONES_2_EO,10.597,0.0
Maitencillo220,2024-01-28T11:00:00.000000,CABO_LEONES_2_EO,12.9,0.0
Maitencillo220,2024-01-28T12:00:00.000000,CABO_LEONES_2_EO,12.216,0.0
Maitencillo220,2024-01-28T13:00:00.000000,CABO_LEONES_2_EO,8.9,0.0
Maitencillo220,2024-01-28T14:00:00.000000,CABO_LEONES_2_EO,8.626,0.0
Maitencillo220,2024-01-28T15:00:00.000000,CABO_LEONES_2_EO,12.172,0.0
Maitencillo220,2024-01-28T16:00:00.000000,CABO_LEONES_2_EO,17.48,0.0
Maitencillo220,2024-01-28T17:00:00.000000,CABO_LEONES_2_EO,24.967,0.0
Maitencillo220,2024-01-28T18:00:00.000000,CABO_LEONES_2_EO,33.2937,0.0
Maitencillo220,2024-01-29T09:00:00.000000,CABO_LEONES_2_EO,9.887,0.0
Maitencillo220,2024-01-29T10:00:00.000000,CABO_LEONES_2_EO,14.377,0.0
Maitencillo220,2024-01-29T11:00:00.000000,CABO_LEONES_2_EO,18.365,0.0
Maitencillo220,2024-01-29T12:00:00.000000,CABO_LEONES_2_EO,20.187,0.0
Maitencillo220,2024-01-29T13:00:00.000000,CABO_LEONES_2_EO,17.291,0.0
Maitencillo220,2024-01-29T14:00:00.000000,CABO_LEONES_2_EO,12.671,0.0
Maitencillo220,2024-01-29T15:00:00.000000,CABO_LEONES_2_EO,11.888,0.0
Maitencillo220,2024-01-29T16:00:00.000000,CABO_LEONES_2_EO,15.459,0.0
Maitencillo220,2024-01-29T17:00:00.000000,CABO_LEONES_2_EO,22.632,0.0
Maitencillo220,2024-01-29T18:00:00.000000,CABO_LEONES_2_EO,32.2632,0.0
Maitencillo220,2024-01-30T09:00:00.000000,CABO_LEONES_2_EO,8.729,0.0
Maitencillo220,2024-01-30T10:00:00.000000,CABO_LEONES_2_EO,12.976,0.0
Maitencillo220,2024-01-30T11:00:00.000000,CABO_LEONES_2_EO,16.098,0.0
Maitencillo220,2024-01-30T12:00:00.000000,CABO_LEONES_2_EO,15.393,0.0
Maitencillo220,2024-01-30T13:00:00.000000,CABO_LEONES_2_EO,11.175,0.0
Maitencillo220,2024-01-30T14:00:00.000000,CABO_LEONES_2_EO,11.175,0.0
Maitencillo220,2024-01-30T15:00:00.000000,CABO_LEONES_2_EO,12.82,0.0
Maitencillo220,2024-01-30T16:00:00.000000,CABO_LEONES_2_EO,18.0,0.0
Maitencillo220,2024-01-30T17:00:00.000000,CABO_LEONES_2_EO,26.407,0.0
Maitencillo220,2024-01-30T18:00:00.000000,CABO_LEONES_2_EO,36.6021,0.0
Maitencillo220,2024-01-31T09:00:00.000000,CABO_LEONES_2_EO,17.566,0.0
Maitencillo220,2024-01-31T10:00:00.000000,CABO_LEONES_2_EO,26.9755,0.0
Maitencillo220,2024-01-31T11:00:00.000000,CABO_LEONES_2_EO,26.9755,0.0
Maitencillo220,2024-01-31T12:00:00.000000,CABO_LEONES_2_EO,25.775,0.0
Maitencillo220,2024-01-31T13:00:00.000000,CABO_LEONES_2_EO,15.6945,0.0
Maitencillo220,2024-01-31T14:00:00.000000,CABO_LEONES_2_EO,15.6945,0.0
Maitencillo220,2024-01-31T15:00:00.000000,CABO_LEONES_2_EO,11.158,0.0
Maitencillo220,2024-01-31T16:00:00.000000,CABO_LEONES_2_EO,15.9665,0.0
Maitencillo220,2024-01-31T17:00:00.000000,CABO_LEONES_2_EO,15.9665,0.0
Maitencillo220,2024-02-01T10:00:00.000000,CABO_LEONES_2_EO,33.548,0.0
Maitencillo220,2024-02-01T11:00:00.000000,CABO_LEONES_2_EO,36.7915,0.0
Maitencillo220,2024-02-01T12:00:00.000000,CABO_LEONES_2_EO,36.7915,0.0
Maitencillo220,2024-02-01T13:00:00.000000,CABO_LEONES_2_EO,20.9435,0.0
Maitencillo220,2024-02-01T14:00:00.000000,CABO_LEONES_2_EO,20.9435,0.0
Maitencillo220,2024-02-01T15:00:00.000000,CABO_LEONES_2_EO,10.961,0.0
Maitencillo220,2024-02-01T16:00:00.000000,CABO_LEONES_2_EO,11.7155,0.0
Maitencillo220,2024-02-01T17:00:00.000000,CABO_LEONES_2_EO,11.7155,0.0
Maitencillo220,2024-02-02T10:00:00.000000,CABO_LEONES_2_EO,18.9003333333333,0.0
Maitencillo220,2024-02-02T11:00:00.000000,CABO_LEONES_2_EO,18.9003333333333,0.0
Maitencillo220,2024-02-02T12:00:00.000000,CABO_LEONES_2_EO,18.9003333333333,0.0
Maitencillo220,2024-02-02T13:00:00.000000,CABO_LEONES_2_EO,14.594,0.0
Maitencillo220,2024-02-02T14:00:00.000000,CABO_LEONES_2_EO,14.594,0.0
Maitencillo220,2024-02-02T15:00:00.000000,CABO_LEONES_2_EO,13.724,0.0
Maitencillo220,2024-02-02T16:00:00.000000,CABO_LEONES_2_EO,15.279,0.0
Maitencillo220,2024-01-28T08:00:00.000000,CABO_LEONES_3_EO,7.7,0.0
Maitencillo220,2024-01-28T09:00:00.000000,CABO_LEONES_3_EO,7.9,0.0
Maitencillo220,2024-01-28T10:00:00.000000,CABO_LEONES_3_EO,8.8,0.0
Maitencillo220,2024-01-28T11:00:00.000000,CABO_LEONES_3_EO,7.3,0.0
Maitencillo220,2024-01-28T12:00:00.000000,CABO_LEONES_3_EO,3.1,0.0
Maitencillo220,2024-01-28T13:00:00.000000,CABO_LEONES_3_EO,3.1,0.0
Maitencillo220,2024-01-28T14:00:00.000000,CABO_LEONES_3_EO,7.1,0.0
Maitencillo220,2024-01-28T15:00:00.000000,CABO_LEONES_3_EO,14.8,0.0
Maitencillo220,2024-01-28T16:00:00.000000,CABO_LEONES_3_EO,27.1,0.0
Maitencillo220,2024-01-28T17:00:00.000000,CABO_LEONES_3_EO,42.8,0.0
Maitencillo220,2024-01-28T18:00:00.000000,CABO_LEONES_3_EO,48.96,0.0
Maitencillo220,2024-01-29T09:00:00.000000,CABO_LEONES_3_EO,10.2,0.0
Maitencillo220,2024-01-29T10:00:00.000000,CABO_LEONES_3_EO,12.0,0.0
Maitencillo220,2024-01-29T11:00:00.000000,CABO_LEONES_3_EO,15.3,0.0
Maitencillo220,2024-01-29T12:00:00.000000,CABO_LEONES_3_EO,13.0,0.0
Maitencillo220,2024-01-29T13:00:00.000000,CABO_LEONES_3_EO,9.7,0.0
Maitencillo220,2024-01-29T14:00:00.000000,CABO_LEONES_3_EO,7.2,0.0
Maitencillo220,2024-01-29T15:00:00.000000,CABO_LEONES_3_EO,4.6,0.0
Maitencillo220,2024-01-29T16:00:00.000000,CABO_LEONES_3_EO,8.3,0.0
Maitencillo220,2024-01-29T17:00:00.000000,CABO_LEONES_3_EO,20.5,0.0
Maitencillo220,2024-01-29T18:00:00.000000,CABO_LEONES_3_EO,28.71,0.0
Maitencillo220,2024-01-30T09:00:00.000000,CABO_LEONES_3_EO,2.4,0.0
Maitencillo220,2024-01-30T10:00:00.000000,CABO_LEONES_3_EO,3.1,0.0
Maitencillo220,2024-01-30T11:00:00.000000,CABO_LEONES_3_EO,5.3,0.0
Maitencillo220,2024-01-30T12:00:00.000000,CABO_LEONES_3_EO,2.6,0.0
Maitencillo220,2024-01-30T13:00:00.000000,CABO_LEONES_3_EO,2.7,0.0
Maitencillo220,2024-01-30T14:00:00.000000,CABO_LEONES_3_EO,2.7,0.0
Maitencillo220,2024-01-30T15:00:00.000000,CABO_LEONES_3_EO,5.5,0.0
Maitencillo220,2024-01-30T16:00:00.000000,CABO_LEONES_3_EO,17.8,0.0
Maitencillo220,2024-01-30T17:00:00.000000,CABO_LEONES_3_EO,41.9,0.0
Maitencillo220,2024-01-30T18:00:00.000000,CABO_LEONES_3_EO,50.67,0.0
Maitencillo220,2024-01-31T09:00:00.000000,CABO_LEONES_3_EO,9.1,0.0
Maitencillo220,2024-01-31T10:00:00.000000,CABO_LEONES_3_EO,9.45,0.0
Maitencillo220,2024-01-31T11:00:00.000000,CABO_LEONES_3_EO,9.45,0.0
Maitencillo220,2024-01-31T12:00:00.000000,CABO_LEONES_3_EO,4.4,0.0
Maitencillo220,2024-01-31T13:00:00.000000,CABO_LEONES_3_EO,2.95,0.0
Maitencillo220,2024-01-31T14:00:00.000000,CABO_LEONES_3_EO,2.95,0.0
Maitencillo220,2024-01-31T15:00:00.000000,CABO_LEONES_3_EO,2.8,0.0
Maitencillo220,2024-01-31T16:00:00.000000,CABO_LEONES_3_EO,14.3,0.0
Maitencillo220,2024-01-31T17:00:00.000000,CABO_LEONES_3_EO,14.3,0.0
Maitencillo220,2024-02-01T10:00:00.000000,CABO_LEONES_3_EO,13.4,0.0
Maitencillo220,2024-02-01T11:00:00.000000,CABO_LEONES_3_EO,9.55,0.0
Maitencillo220,2024-02-01T12:00:00.000000,CABO_LEONES_3_EO,9.55,0.0
Maitencillo220,2024-02-01T13:00:00.000000,CABO_LEONES_3_EO,6.4,0.0
Maitencillo220,2024-02-01T14:00:00.000000,CABO_LEONES_3_EO,6.4,0.0
Maitencillo220,2024-02-01T15:00:00.000000,CABO_LEONES_3_EO,5.2,0.0
Maitencillo220,2024-02-01T16:00:00.000000,CABO_LEONES_3_EO,9.55,0.0
Maitencillo220,2024-02-01T17:00:00.000000,CABO_LEONES_3_EO,9.55,0.0
Maitencillo220,2024-02-02T10:00:00.000000,CABO_LEONES_3_EO,7.93333333333333,0.0
Maitencillo220,2024-02-02T11:00:00.000000,CABO_LEONES_3_EO,7.93333333333333,0.0
Maitencillo220,2024-02-02T12:00:00.000000,CABO_LEONES_3_EO,7.93333333333333,0.0
Maitencillo220,2024-02-02T13:00:00.000000,CABO_LEONES_3_EO,4.0,0.0
Maitencillo220,2024-02-02T14:00:00.000000,CABO_LEONES_3_EO,4.0,0.0
Maitencillo220,2024-02-02T15:00:00.000000,CABO_LEONES_3_EO,3.4,0.0
Maitencillo220,2024-02-02T16:00:00.000000,CABO_LEONES_3_EO,5.1,0.0
Salar220,2024-01-28T08:00:00.000000,CALAMA_EO,1.5,0.0
Salar220,2024-01-28T09:00:00.000000,CALAMA_EO,0.93,0.0
Salar220,2024-01-28T10:00:00.000000,CALAMA_EO,0.99,0.0
Salar220,2024-01-28T11:00:00.000000,CALAMA_EO,0.0,1.36
Salar220,2024-01-28T12:00:00.000000,CALAMA_EO,0.0,17.23
Salar220,2024-01-28T13:00:00.000000,CALAMA_EO,0.0,76.3
Salar220,2024-01-28T14:00:00.000000,CALAMA_EO,0.0,142.16
Salar220,2024-01-28T15:00:00.000000,CALAMA_EO,0.0,144.57
Salar220,2024-01-28T16:00:00.000000,CALAMA_EO,0.0,145.04
Salar220,2024-01-28T17:00:00.000000,CALAMA_EO,0.0,145.03
Salar220,2024-01-28T18:00:00.000000,CALAMA_EO,129.519,0.0
Salar220,2024-01-29T09:00:00.000000,CALAMA_EO,0.86,0.0
Salar220,2024-01-29T10:00:00.000000,CALAMA_EO,1.04,0.0
Salar220,2024-01-29T11:00:00.000000,CALAMA_EO,2.43,0.0
Salar220,2024-01-29T12:00:00.000000,CALAMA_EO,36.29,0.0
Salar220,2024-01-29T13:00:00.000000,CALAMA_EO,0.0,77.49
Salar220,2024-01-29T14:00:00.000000,CALAMA_EO,0.0,140.73
Salar220,2024-01-29T15:00:00.000000,CALAMA_EO,0.0,144.19
Salar220,2024-01-29T16:00:00.000000,CALAMA_EO,68.5036717396654,75.88632826
Salar220,2024-01-29T17:00:00.000000,CALAMA_EO,125.049,19.191
Salar220,2024-01-29T18:00:00.000000,CALAMA_EO,128.322,0.0
Salar220,2024-01-30T09:00:00.000000,CALAMA_EO,2.21,0.0
Salar220,2024-01-30T10:00:00.000000,CALAMA_EO,0.94,0.0
Salar220,2024-01-30T11:00:00.000000,CALAMA_EO,1.23,0.0
Salar220,2024-01-30T12:00:00.000000,CALAMA_EO,0.0,7.69
Salar220,2024-01-30T13:00:00.000000,CALAMA_EO,0.0,111.26
Salar220,2024-01-30T14:00:00.000000,CALAMA_EO,0.0,111.26
Salar220,2024-01-30T15:00:00.000000,CALAMA_EO,0.0,144.44
Salar220,2024-01-30T16:00:00.000000,CALAMA_EO,109.691,35.289
Salar220,2024-01-30T17:00:00.000000,CALAMA_EO,0.0,143.87
Salar220,2024-01-30T18:00:00.000000,CALAMA_EO,118.336,11.417
Salar220,2024-01-31T09:00:00.000000,CALAMA_EO,1.42,0.0
Salar220,2024-01-31T10:00:00.000000,CALAMA_EO,2.935,0.0
Salar220,2024-01-31T11:00:00.000000,CALAMA_EO,2.935,0.0
Salar220,2024-01-31T12:00:00.000000,CALAMA_EO,0.0,51.35
Salar220,2024-01-31T13:00:00.000000,CALAMA_EO,103.1405,31.5445
Salar220,2024-01-31T14:00:00.000000,CALAMA_EO,103.1405,31.5445
Salar220,2024-01-31T15:00:00.000000,CALAMA_EO,0.0,144.36
Salar220,2024-01-31T16:00:00.000000,CALAMA_EO,116.4565,28.1935
Salar220,2024-01-31T17:00:00.000000,CALAMA_EO,116.4565,28.1935
Salar220,2024-02-01T10:00:00.000000,CALAMA_EO,1.5,0.0
Salar220,2024-02-01T11:00:00.000000,CALAMA_EO,25.01,0.0
Salar220,2024-02-01T12:00:00.000000,CALAMA_EO,25.01,0.0
Salar220,2024-02-01T13:00:00.000000,CALAMA_EO,103.5745,15.4305
Salar220,2024-02-01T14:00:00.000000,CALAMA_EO,103.5745,15.4305
Salar220,2024-02-01T15:00:00.000000,CALAMA_EO,104.332,40.268
Salar220,2024-02-01T16:00:00.000000,CALAMA_EO,117.569,27.141
Salar220,2024-02-01T17:00:00.000000,CALAMA_EO,117.569,27.141
Salar220,2024-02-02T10:00:00.000000,CALAMA_EO,45.0033333333333,0.0
Salar220,2024-02-02T11:00:00.000000,CALAMA_EO,45.0033333333333,0.0
Salar220,2024-02-02T12:00:00.000000,CALAMA_EO,45.0033333333333,0.0
Salar220,2024-02-02T13:00:00.000000,CALAMA_EO,105.2455,34.7395
Salar220,2024-02-02T14:00:00.000000,CALAMA_EO,105.2455,34.7395
Salar220,2024-02-02T15:00:00.000000,CALAMA_EO,105.801,39.749
Salar220,2024-02-02T16:00:00.000000,CALAMA_EO,112.32,25.63
Mulchen220,2024-01-28T08:00:00.000000,CAMPO_LINDO_EO,16.24,0.0
Mulchen220,2024-01-28T09:00:00.000000,CAMPO_LINDO_EO,10.92,0.0
Mulchen220,2024-01-28T10:00:00.000000,CAMPO_LINDO_EO,6.67,0.0
Mulchen220,2024-01-28T11:00:00.000000,CAMPO_LINDO_EO,4.12,0.0
Mulchen220,2024-01-28T12:00:00.000000,CAMPO_LINDO_EO,2.49,0.0
Mulchen220,2024-01-28T13:00:00.000000,CAMPO_LINDO_EO,1.35,0.0
Mulchen220,2024-01-28T14:00:00.000000,CAMPO_LINDO_EO,0.81,0.0
Mulchen220,2024-01-28T15:00:00.000000,CAMPO_LINDO_EO,0.71,0.0
Mulchen220,2024-01-28T16:00:00.000000,CAMPO_LINDO_EO,0.91,0.0
Mulchen220,2024-01-28T17:00:00.000000,CAMPO_LINDO_EO,1.34,0.0
Mulchen220,2024-01-28T18:00:00.000000,CAMPO_LINDO_EO,2.106,0.0
Mulchen220,2024-01-29T04:00:00.000000,CAMPO_LINDO_EO,31.3047248745962,2.05527513
Mulchen220,2024-01-29T09:00:00.000000,CAMPO_LINDO_EO,23.94,0.0
Mulchen220,2024-01-30T09:00:00.000000,CAMPO_LINDO_EO,26.01,0.0
LPalmas220,2024-01-28T08:00:00.000000,CANELA_2_EO,0.2,0.0
LPalmas220,2024-01-28T09:00:00.000000,CANELA_2_EO,0.79,0.0
LPalmas220,2024-01-28T10:00:00.000000,CANELA_2_EO,1.45,0.0
LPalmas220,2024-01-28T11:00:00.000000,CANELA_2_EO,2.0,0.0
LPalmas220,2024-01-28T12:00:00.000000,CANELA_2_EO,2.01,0.0
LPalmas220,2024-01-28T13:00:00.000000,CANELA_2_EO,1.65,0.0
LPalmas220,2024-01-28T14:00:00.000000,CANELA_2_EO,1.72,0.0
LPalmas220,2024-01-28T15:00:00.000000,CANELA_2_EO,2.35,0.0
LPalmas220,2024-01-28T16:00:00.000000,CANELA_2_EO,3.87,0.0
LPalmas220,2024-01-28T17:00:00.000000,CANELA_2_EO,6.02,0.0
LPalmas220,2024-01-28T18:00:00.000000,CANELA_2_EO,7.812,0.0
LPalmas220,2024-01-29T09:00:00.000000,CANELA_2_EO,1.44,0.0
LPalmas220,2024-01-30T09:00:00.000000,CANELA_2_EO,5.67,0.0
LPalmas220,2024-01-28T08:00:00.000000,CANELA_EO,0.04,0.0
LPalmas220,2024-01-28T09:00:00.000000,CANELA_EO,0.1,0.0
LPalmas220,2024-01-28T10:00:00.000000,CANELA_EO,0.21,0.0
LPalmas220,2024-01-28T11:00:00.000000,CANELA_EO,0.31,0.0
LPalmas220,2024-01-28T12:00:00.000000,CANELA_EO,0.31,0.0
LPalmas220,2024-01-28T13:00:00.000000,CANELA_EO,0.19,0.0
LPalmas220,2024-01-28T14:00:00.000000,CANELA_EO,0.15,0.0
LPalmas220,2024-01-28T15:00:00.000000,CANELA_EO,0.23,0.0
LPalmas220,2024-01-28T16:00:00.000000,CANELA_EO,0.47,0.0
LPalmas220,2024-01-28T17:00:00.000000,CANELA_EO,0.87,0.0
LPalmas220,2024-01-28T18:00:00.000000,CANELA_EO,1.296,0.0
LPalmas220,2024-01-29T09:00:00.000000,CANELA_EO,0.16,0.0
LPalmas220,2024-01-30T09:00:00.000000,CANELA_EO,0.71,0.0
Ohiggins220_BP1,2024-01-28T08:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-28T09:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-28T10:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-28T11:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-28T12:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-28T13:00:00.000000,CERRO_TIGRE_EO,51.33,0.0
Ohiggins220_BP1,2024-01-28T14:00:00.000000,CERRO_TIGRE_EO,156.89,0.0
Ohiggins220_BP1,2024-01-28T15:00:00.000000,CERRO_TIGRE_EO,101.174929979813,73.55507002
Ohiggins220_BP1,2024-01-28T16:00:00.000000,CERRO_TIGRE_EO,0.0,175.56
Ohiggins220_BP1,2024-01-28T17:00:00.000000,CERRO_TIGRE_EO,176.04,0.0
Ohiggins220_BP1,2024-01-28T18:00:00.000000,CERRO_TIGRE_EO,158.823,0.0
Ohiggins220_BP1,2024-01-29T09:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-29T10:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-29T11:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-29T12:00:00.000000,CERRO_TIGRE_EO,1.08,0.0
Ohiggins220_BP1,2024-01-29T13:00:00.000000,CERRO_TIGRE_EO,22.37,0.0
Ohiggins220_BP1,2024-01-29T14:00:00.000000,CERRO_TIGRE_EO,87.29,0.0
Ohiggins220_BP1,2024-01-29T15:00:00.000000,CERRO_TIGRE_EO,165.46,0.0
Ohiggins220_BP1,2024-01-29T16:00:00.000000,CERRO_TIGRE_EO,175.03,0.0
Ohiggins220_BP1,2024-01-29T17:00:00.000000,CERRO_TIGRE_EO,175.56,0.0
Ohiggins220_BP1,2024-01-29T18:00:00.000000,CERRO_TIGRE_EO,158.823,0.0
Ohiggins220_BP1,2024-01-30T09:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-30T10:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-30T11:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-30T12:00:00.000000,CERRO_TIGRE_EO,0.06,0.0
Ohiggins220_BP1,2024-01-30T13:00:00.000000,CERRO_TIGRE_EO,57.595,0.0
Ohiggins220_BP1,2024-01-30T14:00:00.000000,CERRO_TIGRE_EO,57.595,0.0
Ohiggins220_BP1,2024-01-30T15:00:00.000000,CERRO_TIGRE_EO,174.7,0.0
Ohiggins220_BP1,2024-01-30T16:00:00.000000,CERRO_TIGRE_EO,175.06,0.0
Ohiggins220_BP1,2024-01-30T17:00:00.000000,CERRO_TIGRE_EO,175.56,0.0
Ohiggins220_BP1,2024-01-30T18:00:00.000000,CERRO_TIGRE_EO,158.661,0.0
Ohiggins220_BP1,2024-01-31T09:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-31T10:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-31T11:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-01-31T12:00:00.000000,CERRO_TIGRE_EO,4.69,0.0
Ohiggins220_BP1,2024-01-31T13:00:00.000000,CERRO_TIGRE_EO,36.9,0.0
Ohiggins220_BP1,2024-01-31T14:00:00.000000,CERRO_TIGRE_EO,36.9,0.0
Ohiggins220_BP1,2024-01-31T15:00:00.000000,CERRO_TIGRE_EO,171.79,0.0
Ohiggins220_BP1,2024-01-31T16:00:00.000000,CERRO_TIGRE_EO,175.03,0.0
Ohiggins220_BP1,2024-01-31T17:00:00.000000,CERRO_TIGRE_EO,175.03,0.0
Ohiggins220_BP1,2024-02-01T10:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-02-01T11:00:00.000000,CERRO_TIGRE_EO,5.2225,0.0
Ohiggins220_BP1,2024-02-01T12:00:00.000000,CERRO_TIGRE_EO,5.2225,0.0
Ohiggins220_BP1,2024-02-01T13:00:00.000000,CERRO_TIGRE_EO,72.295,0.0
Ohiggins220_BP1,2024-02-01T14:00:00.000000,CERRO_TIGRE_EO,72.295,0.0
Ohiggins220_BP1,2024-02-01T15:00:00.000000,CERRO_TIGRE_EO,167.85,0.0
Ohiggins220_BP1,2024-02-01T16:00:00.000000,CERRO_TIGRE_EO,175.25,0.0
Ohiggins220_BP1,2024-02-01T17:00:00.000000,CERRO_TIGRE_EO,175.25,0.0
Ohiggins220_BP1,2024-02-02T10:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-02-02T11:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-02-02T12:00:00.000000,CERRO_TIGRE_EO,0.0,0.0
Ohiggins220_BP1,2024-02-02T13:00:00.000000,CERRO_TIGRE_EO,10.525,0.0
Ohiggins220_BP1,2024-02-02T14:00:00.000000,CERRO_TIGRE_EO,10.525,0.0
Ohiggins220_BP1,2024-02-02T15:00:00.000000,CERRO_TIGRE_EO,155.07,0.0
